"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001008368",1324.39134585473,-0.0412803869079591,0.140851331764976,-0.29308599655302,0.769456420159397,0.999606963206137
"NM_001106284",7.51794646500488,-0.0158951206119085,0.106763757058148,-0.148920199692609,0.881616601895799,0.999606963206137
"NM_001039611",273.455041859361,0.00691834436434027,0.150781352436313,0.0458896498478184,0.963398203712636,0.999606963206137
"NM_001012742",120.876416473738,0.491277144867803,0.155294746444231,3.16473420079436,0.00155224681728529,0.100775928786492
"NM_001024899",30.3835788831033,0.0797973545782288,0.153606425060511,0.518578134581547,0.604054960119929,0.999606963206137
"NM_001107611",13.0211022645932,0.141719941867849,0.107077912552103,1.35723840798845,0.174705470561204,0.999606963206137
"NM_013070",736.509141827251,-0.0144386250499021,0.160058574588293,-0.0901891030639203,0.928136943532232,0.999606963206137
"NM_001108458",12.3164936214012,-0.100990492084534,0.128567576046795,-0.785922346250476,0.431912982072917,0.999606963206137
"NM_001107515",16.3948076431878,0.112305061340585,0.11156595098336,1.02628316372329,0.304758130895274,0.999606963206137
"NM_080894",20.3703926491157,0.0684600325918898,0.13664559056613,0.500209475680088,0.616927586929588,0.999606963206137
"NM_001190999",52.4241353847493,0.179348809291359,0.153950562968579,1.1647870376713,0.244105207088745,0.999606963206137
"NM_012689",93.8684985279428,-0.264970667710389,0.139586095838849,-1.93408050547023,0.0531032303906687,0.778970995944745
"NM_020093",90.4227443193644,0.144798297661517,0.160837917179049,0.900649208041765,0.367774862262578,0.999606963206137
"NM_001101008",104.586621863702,0.0338513920240213,0.161225759914998,0.209901989469103,0.833744169449421,0.999606963206137
"NM_133406",25.9657160730069,0.0190650339095316,0.152106543961099,0.125411444831379,0.900197827984368,0.999606963206137
"NM_001106231",18.1946382795974,0.130363305016,0.130723685060679,1.00379884659579,0.315475580464781,0.999606963206137
"NM_017156",2.86499236416947,0.0584413676195445,0.0835410181617252,0.704641521424792,0.481033352067779,NA
"NM_031139",1283.2855783768,0.0316427749840404,0.133754783880793,0.23657938226566,0.81298311674922,0.999606963206137
"NM_001039037",62.5791523052311,0.0843412283894419,0.161185920738503,0.523517027317169,0.600614504949526,0.999606963206137
"NM_053557",168.229355036527,-0.144130659043224,0.1610784093622,-0.895526037177265,0.370505953646654,0.999606963206137
"NM_031013",12216.1656395087,-0.193534350044516,0.152591957771642,-1.26848253641996,0.204625683306222,0.999606963206137
"NM_001127504",1643.02233361715,-0.0216213928398008,0.139644304979178,-0.154829961513785,0.87695537015501,0.999606963206137
"NM_001106268",114.335869386472,0.212851949387896,0.160864704659685,1.32252137299718,0.185994597104964,0.999606963206137
"NM_001106271",1282.78175825875,0.0790620881042454,0.154806031592762,0.510714359105746,0.609551084606352,0.999606963206137
"NM_177481",18.9639426459241,-0.0449619906720085,0.142385479195353,-0.316851636209915,0.75135618122694,0.999606963206137
"NM_031238",381.756408309869,-0.102252893388064,0.155519691833831,-0.65741445259255,0.510914461144157,0.999606963206137
"NM_053554",1570.14345213186,0.0737955798494731,0.142058306612827,0.519459400750899,0.603440417621931,0.999606963206137
"NM_001013896",1875.07170744042,0.0108410261343813,0.127571719250148,0.0849803473034231,0.932277014763054,0.999606963206137
"NM_001107536",335.548040524482,0.0911267728915859,0.157911638440521,0.57716269883816,0.563829552530948,0.999606963206137
"NM_001024751",105.511335187847,-0.211636018669797,0.160958038330012,-1.31422446004845,0.188770679442389,0.999606963206137
"NM_172067",34.9970382297607,-0.0702851162371641,0.149527691120259,-0.471255483702902,0.63745830124456,0.999606963206137
"NM_001107542",2586.15904148859,0.122494284511428,0.149354405228152,0.820164860923786,0.412122130809591,0.999606963206137
"NM_012713",17.1531411930677,0.149245656741927,0.125621572552782,1.19424098309257,0.232383715911529,0.999606963206137
"NM_001172305",45.5371459890501,-0.0827388035446977,0.149689940906002,-0.552925839098456,0.580314193171964,0.999606963206137
"NM_001013193",690.277978037651,0.0291482852659535,0.122454754505624,0.238031655391301,0.811856542250553,0.999606963206137
"NM_001106300",731.043695769022,0.0436151971234577,0.142685571602749,0.305641000067109,0.759877999803785,0.999606963206137
"NM_001108923",357.488601886377,-0.0743544729511423,0.155438127613175,-0.47829926651442,0.632437218356732,0.999606963206137
"NM_201350",76.9255065453331,0.0457644426419585,0.161130561120547,0.283735801093291,0.776612856449329,0.999606963206137
"NM_032073",18.8772230423559,0.228834557194688,0.145300621125026,1.57608408139854,0.11500642712391,0.988475256611889
"NM_134380",5377.29758482432,0.223076471260741,0.149980613283322,1.48756236804475,0.136866343974957,0.999606963206137
"NM_053823",158.079270053586,-0.266121430588387,0.15899388642128,-1.67483480274236,0.0939666483951174,0.950334908739407
"NM_001100975",544.994006428364,-0.227504057675508,0.139862318911044,-1.62635757007048,0.103873611424486,0.975291685490976
"NM_001024974",160.529793615766,0.191944520030014,0.15543306676096,1.2344924728584,0.217019449846615,0.999606963206137
"NM_001013152",3257.65478139178,-0.0568841382247788,0.133970188707462,-0.424606787262801,0.671123344377264,0.999606963206137
"NM_001107585",646.561206292167,-0.0648049718415623,0.130538363458969,-0.496452090700185,0.619575481048113,0.999606963206137
"NM_053773",555.980738395079,0.110587149300221,0.12866499788013,0.859479970841844,0.390075765650886,0.999606963206137
"NM_001037793",1109.98783719285,0.148457564246308,0.154215266917648,0.962684691500645,0.335705781405354,0.999606963206137
"NM_013155",37.829597877717,0.146590088575855,0.144688782664274,1.01391383907178,0.310623867216099,0.999606963206137
"NM_001354115",92.6060616093715,-0.051851397826513,0.159579375579326,-0.324979913109416,0.745196274298572,0.999606963206137
"NM_133400",1116.20966830678,0.0205889636681533,0.160990862401066,0.127884043896635,0.898240738482329,0.999606963206137
"NM_017365",894.658849747506,0.124237746676137,0.16082304137145,0.77271553324177,0.439690751742391,0.999606963206137
"NM_017158",3380.75608412117,-0.176473387593387,0.161167007876031,-1.09554281264804,0.27327889992599,0.999606963206137
"NM_001007148",222.684575602116,0.13694204319098,0.151914158939217,0.901117338593824,0.367525935052688,0.999606963206137
"NM_001107606",151.321641070868,0.048645583619798,0.15929322465887,0.30524483797757,0.76017968509669,0.999606963206137
"NM_001191052",742.895882181739,0.0510442985962811,0.142876897262281,0.357261146925549,0.720896313491398,0.999606963206137
