"","geneid","SRR1177981","SRR1177982","SRR1177983","SRR1178008","SRR1178009","SRR1178010","SRR1178014","SRR1178021","SRR1178047"
"4391","NM_001001063","0","0","0","0","0","0","0","0","0"
"4392","NM_001001064","0","0","0","0","0","0","0","0","0"
"4393","NM_001000513","0","0","0","0","0","0","0","0","0"
"4394","NM_001000627","0","0","0","0","0","0","0","0","0"
"4395","NM_001000359","0","0","0","0","0","0","0","0","0"
"4396","NM_001000626","0","0","0","0","0","0","0","0","0"
"4397","NM_001000570","0","0","0","0","0","0","0","0","0"
"4398","NM_001001065","0","0","0","0","0","0","0","0","0"
"4399","NM_001001066","0","0","0","0","0","0","0","0","0"
"4400","NM_001000571","0","0","0","0","0","0","0","0","0"
"4401","NM_001000625","0","0","0","0","0","0","0","0","0"
"4402","NM_001000624","0","0","0","0","0","0","0","0","0"
"4403","NM_001000360","0","0","0","0","0","0","0","0","0"
"4404","NM_001000923","0","0","0","0","0","0","0","0","0"
"4405","NM_001000623","0","0","0","0","0","0","0","0","0"
"4406","NM_001000622","0","0","0","0","0","0","0","0","0"
"4407","NM_001000621","0","0","0","0","0","0","0","0","0"
"4408","NM_001000361","0","0","0","0","0","0","0","0","0"
"4409","NM_001001067","0","0","0","0","0","0","0","0","0"
"4410","NM_001000362","0","0","0","0","0","0","0","0","0"
"4411","NM_001000572","0","0","0","0","0","0","0","0","0"
"4412","NM_001000363","0","0","0","0","0","0","0","0","0"
"4413","NM_001000573","0","0","0","0","0","0","0","0","0"
"4414","NM_001000514","0","0","0","0","0","0","0","0","0"
"4415","NM_001000620","0","0","0","0","0","0","0","0","0"
"4416","NM_001000619","0","0","0","0","0","0","0","0","0"
"4417","NM_001000574","0","0","0","0","0","0","0","0","0"
"4418","NM_001000617","0","0","0","0","0","0","0","0","0"
"4419","NM_001000364","0","0","0","0","0","0","0","0","0"
"4420","NM_001000618","0","0","0","0","0","0","0","0","0"
"4421","NM_001000922","0","0","0","0","0","0","0","0","0"
"4422","NM_001000616","0","0","0","0","0","0","0","0","0"
"4423","NM_001000576","0","0","0","0","0","0","0","0","0"
"4424","NM_001000575","0","0","0","0","0","0","0","0","0"
"4425","NM_001000577","0","0","0","0","0","0","0","0","0"
"4426","NM_001000578","0","0","0","0","0","0","0","0","0"
"4427","NM_001107744","338","267","282","300","287","251","448","450","540"
"4428","NM_001106488","0","0","0","0","0","0","0","0","0"
"4429","NM_001013159","821","1067","977","993","1529","1020","797","1268","1227"
"4430","NM_001317330","0","0","0","0","0","0","0","0","0"
"4431","NM_001107745","0","3","2","2","0","0","2","0","0"
"4432","NM_001106489","1073","1255","1094","1269","1575","1147","1793","1984","1864"
"4433","NM_001105726","484","539","445","458","514","449","1075","1120","1123"
"4434","NM_001107746","114","129","112","175","174","146","151","209","187"
"4435","NM_031595","1683","2366","2031","2656","2579","2002","3829","4478","4067"
"4436","NM_001108584","2","2","0","3","0","3","4","18","19"
"4437","NM_001039196","143","130","120","136","143","195","224","417","446"
"4438","NM_001005892","142","105","87","111","91","158","164","154","274"
"4439","NM_001106490","1","0","0","1","0","0","2","4","2"
"4440","NM_001271346","189","214","214","166","123","167","184","138","136"
"4441","NM_016988","0","0","0","0","0","0","0","0","0"
"4442","NM_031627","2303","2526","2336","3452","1858","3079","3225","2972","2845"
"4443","NM_053585","292","325","334","280","185","249","273","277","541"
"4444","NM_001009966","705","922","1014","804","703","1289","1319","1502","1500"
"4445","NM_001357071","0","0","0","0","0","0","0","0","0"
"4446","NM_031322","526","448","653","647","292","412","773","923","908"
"4447","NM_022924","44039","60468","49230","44490","54522","58071","39054","31430","28412"
"4448","NM_001113793","58","113","107","157","78","241","95","178","127"
"4449","NM_001107747","662","671","651","710","868","939","949","1084","1173"
"4450","NM_001271212","1386","1568","1503","1617","1621","3004","2111","3203","2717"
"4451","NM_031547","2","0","0","0","0","0","0","0","0"
"4452","NM_031143","1609","1919","1513","1843","1161","1130","2688","2381","2769"
"4453","NM_030859","24","26","12","23","13","32","11","14","5"
"4454","NM_001005562","278","135","213","228","98","194","370","267","430"
"4455","NM_199107","84","98","112","108","78","161","191","230","314"
"4456","NM_053777","290","419","257","176","202","136","335","235","355"
"4457","NM_001109201","3","1","3","5","4","0","1","1","2"
"4458","NM_001012088","704","876","699","1044","1474","826","1336","1719","1226"
"4459","NM_001107748","423","429","434","513","626","704","692","956","1085"
"4460","NM_001011955","10","14","10","16","0","6","14","14","12"
"4461","NM_001271530","12","20","20","30","15","26","18","38","20"
"4462","NM_001106553","0","0","0","0","2","0","0","2","1"
"4463","NM_001110055","38","76","52","270","42","66","96","70","158"
"4464","NM_001267534","151","170","164","159","158","150","324","352","394"
"4465","NM_001109594","0","0","0","10","0","0","0","0","4"
"4466","NM_001014180","401","577","382","693","823","511","806","1287","950"
"4467","NR_031792","0","0","0","0","0","0","0","0","0"
"4468","NM_001127379","2580","2553","3045","4074","4712","3486","4431","5772","5375"
"4469","NM_001047953","0","0","0","0","0","0","0","0","0"
"4470","NM_053468","0","0","2","2","4","4","6","6","0"
"4471","NM_001107754","195","175","224","298","344","243","230","278","267"
"4472","NM_001033692","465","490","444","540","448","575","785","955","994"
"4473","NM_001108955","4","0","4","42","8","2","9","13","33"
"4474","NM_001044242","333","285","336","471","462","364","489","620","639"
"4475","NM_001106492","85","116","107","151","112","102","264","269","335"
"4476","NM_001106493","14","12","12","28","49","50","32","14","48"
"4477","NM_012520","59828","84950","66678","69299","14519","17920","88299","62653","62580"
"4478","NM_001108956","2","2","3","4","12","2","0","16","2"
"4479","NM_001012185","1326","1294","1534","1500","1393","1461","2475","3581","3534"
"4480","NM_001107756","235","280","303","442","375","387","487","837","837"
"4481","NM_012925","1212","1334","1178","1212","1036","736","1674","1184","1628"
"4482","NM_001108585","2","8","0","1","4","4","1","2","2"
"4483","NM_001244781","0","0","0","0","0","0","0","0","0"
"4484","NM_001244780","0","0","0","2","0","0","0","0","0"
"4485","NM_001244779","0","0","0","0","0","0","0","0","0"
"4486","NM_001037358","0","4","0","3","0","0","0","1","0"
"4487","NM_001109606","2291","2660","2349","2313","1608","1238","5625","4151","3682"
"4488","NM_001077672","132","125","168","112","147","193","219","432","509"
"4489","NM_001109202","165","114","217","769","107","208","541","718","617"
"4490","NM_001139493","159","110","186","201","168","140","420","742","619"
"4491","NM_001029916","1903","2362","2536","2868","1075","1258","3676","2998","2768"
"4492","NM_001168523","982","1280","1129","1212","1374","1525","2638","4321","4354"
"4493","NM_013001","0","0","0","0","2","0","0","0","0"
"4494","NM_001191853","87","75","74","58","58","71","92","86","99"
"4495","NM_001014045","197","151","202","277","224","273","329","421","401"
"4496","NM_001007597","0","0","0","0","0","0","0","0","0"
"4497","NM_012971","0","0","0","0","0","0","0","0","0"
"4498","NM_001137642","31","54","18","35","8","10","28","26","78"
"4499","NM_021851","148","146","174","182","237","201","185","353","251"
"4500","NM_001108587","58","58","48","23","12","32","61","112","92"
"4501","NM_022629","1822","1742","1726","2288","1206","602","2156","1563","1439"
"4502","NM_001025042","12","10","8","15","4","2","42","38","72"
"4503","NM_001044301","0","0","0","0","0","0","0","0","0"
"4504","NM_001001068","0","0","0","0","0","0","0","0","0"
"4505","NM_001000365","0","0","0","0","0","0","0","0","0"
"4506","NM_001000615","0","0","0","0","0","0","0","0","0"
"4507","NM_001000366","0","0","0","0","0","0","0","0","0"
"4508","NM_001000367","0","0","0","0","0","0","0","0","0"
"4509","NM_001000921","0","0","0","0","0","0","0","0","0"
"4510","NM_001000368","0","0","0","0","0","0","0","0","0"
"4511","NM_001000614","0","0","0","0","0","0","0","0","0"
"4512","NM_001000613","0","0","0","0","0","0","0","0","0"
"4513","NM_001000369","0","0","0","0","0","0","0","0","0"
"4514","NM_001001069","0","0","0","0","0","0","0","0","0"
"4515","NM_001000996","0","0","0","0","0","0","0","0","0"
"4516","NM_001000611","0","0","0","0","0","0","0","0","0"
"4517","NM_001000919","0","0","0","0","0","0","0","0","0"
"4518","NM_001000371","0","0","0","0","0","0","0","0","0"
"4519","NM_001000372","0","0","0","0","0","0","0","0","0"
"4520","NM_001000610","0","0","0","0","0","0","0","0","0"
"4521","NM_001000609","0","0","0","0","0","0","0","0","0"
"4522","NM_001000373","0","0","0","0","0","0","0","0","0"
"4523","NM_001000918","0","0","0","0","0","0","0","0","0"
"4524","NM_001000374","0","0","0","0","0","0","0","0","0"
"4525","NM_001000608","0","0","0","0","0","0","0","0","0"
"4526","NM_001000579","0","0","0","0","0","0","0","0","0"
"4527","NM_001000607","0","0","0","0","0","0","0","0","0"
"4528","NM_001000917","0","0","0","0","0","0","0","0","0"
"4529","NM_001000606","0","0","0","0","0","0","0","0","0"
"4530","NM_001000375","0","0","0","0","0","0","0","0","0"
"4531","NM_001000605","0","0","0","0","0","0","0","0","0"
"4532","NM_001000376","0","0","0","0","0","0","0","0","0"
"4533","NM_001000604","0","0","0","0","0","0","0","0","0"
"4534","NM_001000603","0","0","0","0","0","0","0","0","0"
"4535","NM_001000916","0","0","0","0","0","0","0","0","0"
"4536","NM_001000602","0","0","0","0","0","0","0","0","0"
"4537","NM_001000377","0","0","0","0","0","0","0","0","0"
"4538","NM_001000915","0","0","0","0","0","0","0","0","0"
"4539","NM_001000580","0","0","0","0","0","0","0","0","0"
"4540","NM_001000378","0","0","0","0","0","0","0","0","0"
"4541","NM_001000601","0","0","0","0","0","0","0","0","0"
"4542","NM_001000600","0","0","0","0","0","0","0","0","0"
"4543","NM_001106494","12","16","4","8","8","10","19","17","36"
"4544","NM_001108957","0","0","0","0","0","0","0","0","0"
"4545","NM_001126100","430","607","520","435","502","579","666","1019","912"
"4546","NM_001106495","519","614","596","731","760","718","889","1034","1055"
"4547","NM_001109645","118","117","110","178","186","148","178","218","230"
"4548","NM_017362","0","0","0","0","0","0","0","0","0"
"4549","NM_001106496","1129","1356","1259","1418","1623","1501","2048","2375","2403"
"4550","NM_019282","12","14","8","6","4","58","2","12","6"
"4551","NM_001135238","38","24","22","48","12","32","44","30","68"
"4552","NM_013175","2","0","0","0","0","2","2","2","6"
"4553","NM_001168524","142","129","66","50","18","26","185","174","463"
"4554","NM_019281","0","0","0","0","0","0","0","2","0"
"4555","NM_019183","0","0","0","0","0","0","0","0","0"
"4556","NR_032290","0","0","0","0","0","0","0","0","0"
"4557","NM_001047089","125","131","127","124","80","121","146","144","147"
"4558","NM_001013078","4","2","0","8","10","14","33","49","65"
"4559","NM_139258","678","719","645","545","207","281","223","116","194"
"4560","NM_001106497","569","664","584","665","661","991","1338","1380","1500"
"4561","NM_138540","77","81","24","14","0","4","56","46","171"
"4562","NM_001106498","0","4","0","2","5","2","0","2","2"
"4563","NM_053478","76","107","83","130","23","68","92","82","149"
"4564","NM_001305384","0","0","0","0","0","0","0","0","0"
"4565","NM_001107759","2","4","0","0","0","2","0","2","2"
"4566","NM_001004264","142","92","21","5","0","0","33","32","87"
"4567","NM_001109639","28","44","30","40","20","54","76","64","60"
"4568","NM_001024245","209","131","228","280","175","200","261","417","314"
"4569","NM_001170594","76","78","60","33","11","14","66","87","213"
"4570","NM_001135845","129","146","190","245","213","180","223","238","278"
"4571","NM_172011","2","2","6","5","0","4","1","4","12"
"4572","NM_133595","951","963","870","743","1318","950","965","671","634"
"4573","NM_001014046","821","1016","980","1230","900","888","1297","1655","1620"
"4574","NM_001191740","43","120","47","81","95","101","110","207","200"
"4575","NM_001034948","132","165","124","199","57","193","277","271","525"
"4576","NM_001004265","13","22","10","24","14","20","19","29","55"
"4577","NM_001107760","178","110","179","302","231","328","292","387","385"
"4578","NM_001106499","241","279","262","397","402","223","346","551","625"
"4579","NM_001173437","12","18","18","396","1899","111","168","271","230"
"4580","NM_138542","2","4","6","20","0","0","10","5","16"
"4581","NR_130141","1634","1772","1755","1631","2049","1674","2277","2443","2115"
"4582","NM_001107761","2","0","0","4","3","2","2","2","4"
"4583","NM_001107762","164","204","50","14","15","8","95","51","232"
"4584","NM_001346423","41","35","28","7","0","6","22","20","64"
"4585","NM_024139","1080","1333","1261","1802","1610","1174","1079","1680","2061"
"4586","NM_031045","66","42","38","70","78","44","62","49","93"
"4587","NM_001106500","261","309","355","391","239","232","427","515","497"
"4588","NM_001107763","2","9","4","2","2","11","0","12","14"
"4589","NM_001108958","667","764","798","782","873","736","797","800","1030"
"4590","NM_017092","154","196","200","180","117","79","237","192","319"
"4591","NM_001108589","131","163","118","147","164","121","174","258","226"
"4592","NM_001107764","165","294","255","213","254","471","545","758","765"
"4593","NM_001114656","63","62","80","70","91","140","213","374","284"
"4594","NM_139324","233","200","202","395","364","508","535","750","1097"
"4595","NM_001145840","352","444","448","556","338","384","436","556","505"
"4596","NM_022689","426","384","416","544","433","593","587","806","1120"
"4597","NM_001012354","252","232","260","223","178","271","355","386","387"
"4598","NM_001108590","4","6","6","12","2","8","8","10","6"
"4599","NM_001013204","250","409","285","235","226","356","370","366","361"
"4600","NM_001014047","107","115","153","91","143","173","143","181","147"
"4601","NM_001011956","95","111","111","192","158","167","130","274","237"
"4602","NM_030995","12","6","2","12","10","2","6","2","10"
"4603","NM_017319","13223","14362","14334","12970","11414","22512","19539","20795","22019"
"4604","NM_001098782","2900","3776","2926","3235","2494","3508","6283","6105","6603"
"4605","NM_001305263","492","772","624","692","633","1016","1106","1893","1717"
"4606","NM_001110811","7","13","10","15","7","18","7","12","17"
"4607","NM_001012220","55","70","62","75","88","131","104","94","143"
"4608","NM_001012738","0","2","0","2","2","0","2","0","0"
"4609","NM_001011957","86","75","66","81","52","91","90","79","108"
"4610","NM_001191964","253","291","356","460","370","335","404","585","493"
"4611","NM_001191571","983","937","1106","968","938","1036","1201","1582","1467"
"4612","NM_001077670","595","633","744","906","1034","988","930","1491","1723"
"4613","NM_001109652","0","0","0","0","0","0","0","0","0"
"4614","NM_012512","26291","27591","21769","23769","23867","18054","30742","29162","34719"
"4615","NM_017052","10932","14655","14076","11704","6440","6773","11887","9827","11346"
"4616","NM_001013160","22","27","20","24","33","13","19","56","22"
"4617","NM_001191965","0","0","0","0","0","4","2","0","8"
"4618","NM_153739","20","16","24","16","9","6","182","95","90"
"4619","NM_001107767","22","16","28","12","11","11","323","215","346"
"4620","NM_024141","0","4","4","4","12","6","15","12","6"
"4621","NM_031664","1222","960","512","1136","554","395","789","829","1044"
"4622","NM_031031","54","45","58","94","18","50","78","51","78"
"4623","NR_032264","0","0","0","0","0","0","0","0","0"
"4624","NM_001008518","8","15","5","19","7","7","19","4","17"
"4625","NM_001109647","40","84","104","99","85","73","107","181","177"
"4626","NM_172066","944","842","986","1066","1366","924","1079","1446","1420"
"4627","NM_001047913","1507","292","409","434","1582","529","450","637","633"
"4628","NM_001107769","9","12","21","5","6","8","24","17","6"
"4629","NM_001162935","0","0","0","0","0","0","0","0","0"
"4630","NM_001013205","263","220","254","338","206","303","663","557","823"
"4631","NM_001040271","2","1","1","3","3","0","3","3","5"
"4632","NM_053592","17","19","19","14","7","11","16","21","29"
"4633","NM_013226","1807","2054","1712","1801","1976","2346","2939","7218","7416"
"4634","NM_001109205","980","1286","1042","1132","792","1398","1881","2261","2103"
"4635","NM_001168527","1618","1120","1468","2719","2283","1471","4981","4213","5475"
"4636","NM_153297","1242","1418","1340","1600","1528","1407","2422","2514","2951"
"4637","NM_001013921","65","64","62","111","74","106","107","153","226"
"4638","NM_017016","43","60","42","70","6","35","473","200","203"
"4639","NM_031736","15577","23702","18568","27631","17746","19028","23201","14737","12363"
"4640","NM_001106502","1691","1907","1831","1642","1420","1435","1782","1844","2254"
"4641","NM_053705","1946","1944","2029","1990","2114","1800","2079","2188","1897"
"4642","NM_001107770","680","822","967","1158","416","700","1243","952","1147"
"4643","NM_001025043","16","12","20","30","20","26","26","44","66"
"4644","NM_053850","246","227","212","358","190","227","254","283","342"
"4645","NM_001008766","336","424","392","509","428","488","730","904","933"
"4646","NM_001037766","1942","1888","2119","2421","1518","2445","3148","4634","5267"
"4647","NM_001100978","935","1198","1029","1034","943","1137","1052","1085","1352"
"4648","NM_001106503","556","760","680","835","1077","682","826","1083","942"
"4649","NM_001134834","889","884","873","1019","415","391","1484","982","1037"
"4650","NM_001106504","0","0","0","0","0","0","0","0","0"
"4651","NM_001168529","30","39","38","26","8","15","27","20","28"
"4652","NM_138505","166","156","170","184","88","120","210","154","164"
"4653","NM_001012089","0","4","0","16","16","10","10","2","18"
"4654","NM_138857","0","0","2","0","2","0","0","2","2"
"4655","NM_032462","0","0","0","0","0","2","0","4","0"
"4656","NM_012798","10","6","12","22","2","18","53","58","78"
"4657","NM_001106505","472","670","521","551","552","493","844","1054","1009"
"4658","NM_001014182","0","0","0","0","2","0","2","2","0"
"4659","NM_001314004","0","0","0","0","0","0","0","0","0"
"4660","NM_001314003","0","0","0","0","0","0","0","0","0"
"4661","NM_001314002","0","0","0","0","0","0","0","0","0"
"4662","NR_132743","182","192","160","156","158","193","529","636","607"
"4663","NM_022612","0","0","0","0","0","0","0","0","0"
"4664","NM_171988","140","438","179","469","1047","837","175","276","306"
"4665","NM_171989","0","0","0","0","0","0","0","0","0"
"4666","NM_001024312","0","0","0","0","0","0","0","0","0"
"4667","NM_001191854","144","131","122","173","194","197","249","387","360"
"4668","NM_001012090","81","115","83","116","73","100","174","164","220"
"4669","NM_001107772","38","59","30","74","74","64","21","72","32"
"4670","NM_138536","104","126","122","117","87","92","163","228","185"
"4671","NM_001106509","116","110","78","161","119","187","266","228","310"
"4672","NM_031773","322","298","405","557","371","414","773","735","1009"
"4673","NM_031148","576","622","833","4240","4101","946","1558","2196","2427"
"4674","NM_031512","68","34","28","170","489","777","59","72","166"
"4675","NM_001134515","0","0","0","0","0","0","0","0","0"
"4676","NM_019374","0","0","0","0","0","0","0","0","0"
"4677","NM_013016","572","668","766","658","619","1928","907","1438","1679"
"4678","NM_001107773","225","214","275","228","172","211","205","260","272"
"4679","NM_001108959","0","0","0","0","0","0","0","0","4"
"4680","NM_134358","746","904","852","855","1035","873","1448","1647","1870"
"4681","NM_001025732","279","348","480","1207","485","445","1016","1440","2001"
"4682","NM_053581","2102","2619","2349","2824","2653","2024","3543","3548","3682"
"4683","NM_001012348","242","332","242","456","196","442","431","396","521"
"4684","NM_001106511","18","30","6","6","22","22","16","2","18"
"4685","NM_001005541","550","667","594","763","397","804","932","1028","1181"
"4686","NM_001013206","392","446","356","422","252","358","588","603","618"
"4687","NM_016992","0","0","0","0","0","0","0","0","0"
"4688","NM_012996","0","0","0","0","0","0","0","0","0"
"4689","NM_172022","422","341","286","211","325","94","303","168","246"
"4690","NM_001106512","1510","1917","1548","2092","2179","1980","2558","2807","2728"
"4691","NM_001107775","6","9","11","16","2","7","11","12","14"
"4692","NM_001107774","505","670","700","799","993","967","1350","1891","1603"
"4693","NM_023967","0","0","0","2","0","0","0","5","0"
"4694","NM_001039024","10","16","7","5","10","14","17","11","17"
"4695","NM_001107777","454","334","191","586","143","94","302","414","517"
"4696","NM_001025691","89","108","69","129","56","69","152","128","206"
"4697","NM_001107778","46","40","31","47","36","55","61","48","79"
"4698","NM_133572","56","68","28","11","4","8","87","69","159"
"4699","NM_001106513","237","253","284","250","221","290","312","296","373"
"4700","NM_001108591","2","0","0","6","1","5","0","2","10"
"4701","NR_031860","1","1","0","0","1","0","1","0","1"
"4702","NM_001134618","60","73","80","104","128","119","141","163","178"
"4703","NM_001005556","779","628","860","732","838","658","776","755","765"
"4704","NM_001134854","39","36","42","333","175","137","171","366","509"
"4705","NM_024483","0","2","0","0","0","0","0","0","0"
"4706","NM_001037096","27","36","32","57","62","53","39","40","51"
"4707","NM_012631","72","74","57","170","68","24","194","140","210"
"4708","NM_001102431","0","0","0","0","0","0","0","0","2"
"4709","NM_022381","339","410","404","451","436","438","533","841","1261"
"4710","NM_001048043","382","432","491","510","499","675","788","865","1105"
"4711","NM_138978","0","0","0","0","0","0","0","0","0"
"4712","NM_012526","0","0","0","0","0","6","0","3","0"
"4713","NM_001014258","777","803","944","1097","1230","977","1415","1419","1356"
"4714","NM_001106514","26","26","47","21","38","48","39","85","94"
"4715","NM_001107779","181","192","219","512","425","411","644","1199","1137"
"4716","NM_017178","136","134","166","196","203","173","211","243","252"
"4717","NM_001100529","870","779","800","578","948","774","777","910","864"
"4718","NM_001014183","0","0","0","0","0","0","0","0","0"
"4719","NM_001106516","6","8","0","10","30","13","0","4","2"
"4720","NM_030991","0","0","0","0","0","0","0","0","0"
"4721","NM_001270576","0","0","0","0","0","0","0","0","0"
"4722","NM_001270575","0","0","0","0","0","0","0","0","0"
"4723","NM_001008353","554","447","540","437","481","608","564","621","650"
"4724","NM_019147","135","88","96","104","93","143","88","153","125"
"4725","NM_001107782","84","63","68","77","58","83","149","167","196"
"4726","NM_001126371","93","156","115","156","112","117","189","197","240"
"4727","NM_001126291","36","20","28","54","20","36","68","66","82"
"4728","NM_001108592","192","263","243","225","235","204","384","498","426"
"4729","NM_001108960","0","0","4","2","0","0","2","2","0"
"4730","NM_031555","16","2","2","6","2","4","8","8","4"
"4731","NM_001009655","104","106","115","137","40","115","187","214","246"
"4732","NM_001106519","0","2","2","0","0","2","1","2","0"
"4733","NM_001106518","1197","1293","1133","1759","1196","1341","1882","2374","2650"
"4734","NM_001024313","134","145","162","233","122","180","220","273","306"
"4735","NM_001277235","935","983","1196","1787","1092","2898","2266","4615","3729"
"4736","NM_001106520","184","212","222","247","324","224","332","378","338"
"4737","NM_019219","397","422","426","392","314","463","497","463","516"
"4738","NM_001107784","294","352","381","367","292","260","498","688","830"
"4739","NM_001107785","0","0","0","0","0","0","0","4","2"
"4740","NM_001108595","224","278","244","326","487","343","635","673","981"
"4741","NM_053797","0","1","0","0","1","0","0","0","1"
"4742","NM_001329889","0","0","0","0","0","0","0","0","0"
"4743","NM_001191904","0","0","0","0","0","0","0","0","0"
"4744","NM_001107787","0","0","0","0","0","0","0","0","0"
"4745","NM_012743","643","777","685","927","276","510","1671","873","1092"
"4746","NM_053383","458","380","514","1225","725","687","692","1109","689"
"4747","NM_031771","188","238","191","398","236","412","140","163","224"
"4748","NM_013036","0","0","0","2","2","0","0","0","0"
"4749","NR_130708","10","26","6","22","37","33","35","49","24"
"4750","NM_001191966","17","25","16","20","5","23","27","32","32"
"4751","NM_001106521","100","104","123","98","98","136","255","289","460"
"4752","NM_001107788","357","516","488","459","416","401","531","637","589"
"4753","NM_153734","0","0","0","0","0","0","0","0","0"
"4754","NM_139085","0","0","0","0","0","0","0","0","0"
"4755","NM_001109522","0","0","0","0","0","0","0","0","0"
"4756","NM_001108597","0","0","0","0","0","0","0","0","0"
"4757","NM_147137","0","0","0","0","0","0","0","0","0"
"4758","NM_019258","0","0","0","0","0","0","0","0","0"
"4759","NM_001106522","0","0","0","0","0","0","0","0","0"
"4760","NM_001109343","0","0","0","0","0","0","0","0","0"
"4761","NM_012837","1172","1238","832","782","2042","1082","1913","2373","2497"
"4762","NM_012718","0","0","0","0","0","0","0","0","0"
"4763","NM_053748","952","1128","1072","1068","864","1028","1318","2074","1818"
"4764","NM_199266","0","0","0","0","0","0","0","0","0"
"4765","NM_001037350","0","0","0","0","0","0","0","0","0"
"4766","NM_198685","0","0","0","0","0","0","0","0","0"
"4767","NR_144435","0","0","0","0","0","0","0","0","0"
"4768","NM_001108961","0","0","0","0","0","0","0","0","0"
"4769","NM_001106523","8","6","4","6","21","16","18","8","31"
"4770","NM_001034003","1921","1789","1296","3222","1518","1413","2754","1901","2123"
"4771","NM_001109546","0","0","2","2","0","2","0","0","2"
"4772","NM_053498","58","34","42","118","40","46","151","140","159"
"4773","NM_001109207","20","22","15","18","10","12","36","20","70"
"4774","NM_001024314","457","517","406","424","418","418","603","648","686"
"4775","NM_001009409","229","188","312","263","190","206","243","469","318"
"4776","NM_013102","1920","2224","2226","1961","1892","2426","3895","4790","6028"
"4777","NM_001025692","0","0","0","49","8","6","4","7","31"
"4778","NM_001244769","0","3","0","3","0","0","1","0","3"
"4779","NM_001244770","5","0","0","1","2","0","0","0","4"
"4780","NM_001244768","1","10","3","1","0","2","1","4","3"
"4781","NM_001106526","0","2","0","0","0","0","0","0","0"
"4782","NM_001014050","2","1","0","5","0","0","2","0","4"
"4783","NM_001037198","18","30","20","22","14","20","33","26","39"
"4784","NM_001191905","2","4","2","4","4","2","5","0","2"
"4785","NM_001047858","324","504","607","11061","2791","865","4571","10067","16877"
"4786","NM_001168579","0","0","0","0","0","2","0","0","0"
"4787","NM_021764","781","890","800","885","759","751","1133","1271","1474"
"4788","NM_001109561","0","0","0","0","0","0","0","2","0"
"4789","NM_001168650","25","27","30","17","7","11","16","11","20"
"4790","NM_144755","155","249","173","2041","1078","670","2628","1859","3606"
"4791","NM_001004281","573","564","511","912","698","692","705","953","1195"
"4792","NM_001037517","0","0","0","0","0","0","0","0","0"
"4793","NM_001025060","0","0","0","0","0","0","0","0","0"
"4794","NM_001037368","0","0","0","0","0","0","0","0","0"
"4795","NM_134391","0","0","0","0","0","0","0","0","0"
"4796","NM_001037518","0","0","0","0","0","0","0","0","0"
"4797","NM_001037506","0","0","0","0","0","0","0","0","0"
"4798","NM_001025753","14","31","10","36","55","65","23","32","37"
"4799","NM_001037519","0","6","4","2","2","2","2","3","2"
"4800","NM_001037515","1","0","4","3","0","2","6","11","6"
"4801","NM_001037516","0","0","0","0","0","0","0","0","0"
"4802","NM_001037512","0","0","0","0","0","0","0","0","0"
"4803","NM_001037508","0","0","0","0","0","0","0","0","0"
"4804","NM_001107789","1505","1863","1665","2048","2165","3269","3610","5231","5691"
"4805","NM_053472","6","4","4","22","2","4","2","4","6"
"4806","NM_012797","104","172","330","88","158","122","64","56","207"
"4807","NM_001107790","333","300","127","85","6","35","187","150","448"
"4808","NM_031535","0","0","0","1","0","2","1","0","0"
"4809","NM_001033672","18","24","23","25","40","22","22","18","20"
"4810","NM_001108598","0","0","0","0","0","0","0","0","2"
"4811","NM_001014762","161","224","174","317","317","306","359","447","399"
"4812","NM_001244784","0","0","0","0","0","0","0","0","0"
"4813","NM_001014051","115","68","45","90","39","18","68","108","76"
"4814","NM_001012091","2","2","0","0","2","4","4","2","8"
"4815","NM_013185","168","186","98","258","276","356","176","177","394"
"4816","NM_001106528","102","109","112","135","138","107","116","117","159"
"4817","NM_001106527","0","0","2","0","2","2","2","2","6"
"4818","NM_001002278","169","274","279","238","190","240","437","419","448"
"4819","NM_001030029","296","295","239","296","217","271","483","492","611"
"4820","NM_138509","513","498","543","780","549","689","1012","1176","1313"
"4821","NM_001106530","0","0","0","0","0","0","0","0","0"
"4822","NM_001107791","0","0","0","0","0","0","0","0","0"
"4823","NM_001106531","0","0","0","0","0","0","0","0","0"
"4824","NM_052808","0","0","0","0","0","0","0","0","0"
"4825","NM_080775","0","0","0","0","0","0","0","0","0"
"4826","NM_001109209","0","0","0","2","0","0","0","0","4"
"4827","NM_001109588","0","0","0","0","0","0","0","0","0"
"4828","NM_172031","0","0","0","0","0","0","0","0","0"
"4829","NM_001107792","0","0","0","0","0","0","0","0","0"
"4830","NM_001077680","0","0","0","2","0","0","0","0","0"
"4831","NM_001100901","211","212","180","227","274","145","258","306","303"
"4832","NM_001098724","5","5","2","4","11","5","3","2","8"
"4833","NM_001100778","26","42","80","10","4","8","61","71","136"
"4834","NM_172223","586","781","773","1227","2653","934","1414","1940","1244"
"4835","NM_001135901","2","2","0","1","2","0","0","0","2"
"4836","NM_001011958","1112","1287","1349","1742","1146","1860","1665","1579","2111"
"4837","NM_017201","14130","20339","14884","21431","69821","34724","15771","18371","12150"
"4838","NM_131910","581","704","556","670","791","646","1219","1260","1371"
"4839","NM_001005887","775","974","994","1044","1462","898","951","1130","1078"
"4840","NM_181637","406","469","492","701","242","413","459","385","569"
"4841","NR_106708","26","21","9","9","11","18","8","7","6"
