"","geneid","SRR1177981","SRR1177982","SRR1177983","SRR1178008","SRR1178009","SRR1178010","SRR1178014","SRR1178021","SRR1178047"
"1","NM_001270655","0","0","0","0","0","0","0","0","0"
"2","NM_001270656","0","0","0","0","0","0","0","0","0"
"3","NM_019248","0","0","0","0","0","0","0","0","0"
"4","NM_017065","0","0","0","0","0","0","2","0","0"
"5","NM_031069","0","2","2","0","0","0","0","0","0"
"6","NM_001008368","1071","1419","1079","1113","1254","1201","1532","1660","1785"
"7","NM_001106284","4","12","4","8","10","4","28","46","41"
"8","NM_001039611","262","251","236","279","346","418","518","682","735"
"9","NM_001012742","144","133","139","74","249","122","254","436","826"
"10","NM_001105731","4","2","9","11","10","3","10","1","8"
"11","NM_001024899","28","28","34","43","34","46","48","52","81"
"12","NM_001107611","2","14","34","0","2","4","9","2","3"
"13","NM_013070","622","654","722","872","488","775","824","1102","1049"
"14","NM_001108458","8","10","10","19","9","16","14","8","27"
"15","NM_001107515","28","12","16","30","33","32","186","266","283"
"16","NM_080894","29","20","12","42","6","27","18","32","18"
"17","NM_001039722","0","0","0","0","0","0","0","0","0"
"18","NM_001190999","51","51","67","66","50","52","126","144","149"
"19","NM_001038601","0","0","0","0","0","0","0","0","0"
"20","NM_012689","62","39","62","51","56","17","76","82","90"
"21","NR_027877","0","0","0","0","0","0","0","0","0"
"22","NM_001038600","0","0","0","0","0","0","0","0","0"
"23","NM_020093","73","89","109","113","88","44","91","141","132"
"24","NM_001101008","93","72","127","126","189","164","165","209","209"
"25","NM_133406","24","16","32","54","28","60","51","58","78"
"26","NM_001106231","35","10","14","18","29","53","21","26","65"
"27","NM_021677","0","0","0","0","0","0","0","0","0"
"28","NM_017156","3","3","4","2","2","4","17","14","5"
"29","NM_031139","1024","1308","1241","1040","1270","1068","1460","1350","1588"
"30","NM_001099476","0","0","0","0","0","0","0","0","0"
"31","NM_001039037","78","54","48","99","117","103","110","146","277"
"32","NM_053557","166","110","132","203","252","263","642","631","926"
"33","NM_199088","3","2","2","4","2","0","2","4","1"
"34","NM_031013","8753","11940","9507","7976","6934","7003","7424","5090","4577"
"35","NM_001127504","1352","1767","1350","1061","1390","837","2038","1579","2118"
"36","NM_001106268","132","117","106","175","130","221","126","134","196"
"37","NM_001106271","1187","1337","1140","2457","2129","1409","1945","2909","3081"
"38","NM_177481","22","10","16","57","8","43","39","12","10"
"39","NM_031238","215","415","367","325","228","294","216","217","180"
"40","NM_053863","0","4","0","0","0","0","0","6","2"
"41","NM_022282","0","0","0","0","2","0","2","2","0"
"42","NM_001107535","0","0","0","0","0","0","0","0","0"
"43","NM_053554","1392","1366","1682","2113","2645","2174","2493","2918","2913"
"44","NM_001013896","1575","1675","1905","3624","780","833","2813","2121","1810"
"45","NM_001191628","2","0","0","0","2","0","2","16","5"
"46","NM_001107536","329","312","348","445","379","351","400","435","426"
"47","NM_139112","2","0","0","2","0","0","2","0","2"
"48","NM_001024751","85","78","86","233","80","104","125","227","154"
"49","NM_172067","38","20","29","52","17","59","20","33","48"
"50","NM_001107542","2292","2411","2809","3078","2738","2226","3043","3818","3643"
"51","NM_012713","32","16","11","34","11","30","24","22","19"
"52","NM_001172305","44","41","28","48","20","32","26","21","47"
"53","NM_001106304","3","4","2","3","0","6","4","4","4"
"54","NM_001013193","589","681","645","626","676","629","772","856","932"
"55","NM_001106300","654","688","700","767","694","751","1067","1107","1364"
"56","NM_001108923","310","357","273","404","668","477","480","387","542"
"57","NM_201350","66","70","82","104","30","45","137","108","173"
"58","NM_032073","22","20","24","12","38","22","20","30","30"
"59","NM_134380","3804","6911","5826","1275","809","1043","1648","385","175"
"60","NM_053823","149","96","116","110","109","493","182","207","229"
"61","NM_001100975","403","454","480","419","554","522","964","1033","1086"
"62","NM_001191562","0","0","0","0","0","0","0","0","0"
"63","NM_001024974","143","153","190","162","154","167","250","318","361"
"64","NM_001013152","2409","3378","2948","2907","4706","8660","2306","2300","2176"
"65","NM_001107585","597","568","550","643","825","543","884","992","1266"
"66","NM_053773","460","593","547","587","436","511","1098","1072","1780"
"67","NM_001037793","1047","1079","1151","1091","1088","1233","1391","1099","1304"
"68","NM_013155","60","37","24","98","91","42","120","189","292"
"69","NM_001354115","118","56","65","112","45","87","98","94","207"
"70","NM_133400","1014","774","1296","1048","473","620","1245","1959","806"
"71","NM_001106359","0","0","0","0","2","0","0","0","0"
"72","NM_017365","571","974","1121","840","2882","871","1869","2173","2648"
"73","NM_001135762","0","2","0","2","0","0","2","0","2"
"74","NM_134401","0","0","2","0","0","0","0","0","0"
"75","NM_017158","3472","1780","2798","3893","747","710","12938","32693","21879"
"76","NM_001007148","178","236","242","304","218","240","227","307","444"
"77","NM_001106367","0","0","0","0","0","0","0","0","0"
"78","NM_001107606","133","121","176","227","161","229","324","224","404"
"79","NM_001191563","2","0","0","3","6","9","2","6","7"
"80","NM_001191052","630","839","622","500","338","384","691","540","559"
"81","NM_001047087","3521","3737","4283","5040","5637","5203","7672","11429","11630"
"82","NM_001099461","0","0","0","0","0","0","0","0","0"
"83","NM_001099457","0","0","0","0","0","0","0","0","0"
"84","NM_001108457","284","228","304","475","430","322","304","425","407"
"85","NM_030843","11","23","26","28","22","43","22","24","22"
"86","NM_001108901","16","28","12","12","5","4","33","20","24"
"87","NM_178346","0","0","0","0","0","0","0","0","0"
"88","NM_178345","3","1","0","1","3","3","1","2","1"
"89","NM_001107470","326","309","328","404","407","454","488","634","673"
"90","NM_001276762","38","17","13","21","10","21","16","54","23"
"91","NM_017011","0","0","0","0","0","0","0","0","0"
"92","NM_001114330","0","0","0","0","0","0","0","0","0"
"93","NM_214458","34","10","34","80","70","71","70","82","51"
"94","NM_001134425","54","62","34","128","147","222","313","372","456"
"95","NM_024137","72","58","102","122","130","233","90","186","265"
"96","NM_001135859","0","0","0","0","2","0","0","0","0"
"97","NM_001106264","227","199","224","326","531","453","315","415","405"
"98","NM_001277694","229","406","224","648","695","410","361","889","568"
"99","NM_001198638","1","0","0","1","1","0","4","0","0"
"100","NM_001106270","18","17","17","29","23","24","45","49","34"
"101","NM_001002277","105","94","118","90","110","108","149","299","281"
"102","NM_001029902","500","589","647","948","1027","1121","1301","1696","1871"
"103","NM_001109135","0","0","2","4","2","2","4","2","0"
"104","NM_001170575","157","208","212","212","138","109","381","452","534"
"105","NM_001195606","1378","1327","1253","989","1008","630","1561","1096","1056"
"106","NM_001001801","40","31","51","34","109","66","70","116","116"
"107","NM_019370","1859","2452","1931","1269","1042","1127","3345","2121","2108"
"108","NM_053535","1602","1942","1832","1476","956","977","2084","1654","1778"
"109","NM_021869","483","607","555","476","373","442","772","804","864"
"110","NM_001107451","152","121","18","115","95","44","220","76","140"
"111","NM_021666","0","0","0","0","0","0","0","0","0"
"112","NM_001044295","16","2","12","9","11","13","14","7","10"
"113","NM_198051","92","105","135","129","163","143","215","236","275"
"114","NM_001100990","51","26","39","57","25","24","66","57","60"
"115","NM_001024285","4","0","0","49","10","21","4","0","2"
"116","NM_130428","5572","7121","5659","6097","4646","4423","6996","6129","6349"
"117","NM_001107454","29","34","32","38","20","26","53","65","63"
"118","NM_001107453","274","315","257","311","387","261","468","591","627"
"119","NM_012694","1","4","3","1","1","5","3","4","6"
"120","NM_133425","0","0","2","6","0","0","10","6","2"
"121","NM_057103","2","0","0","0","0","1","0","2","0"
"122","NM_001040128","671","717","663","819","948","641","1090","1079","1172"
"123","NM_001108462","4","12","10","32","20","34","136","238","501"
"124","NM_001107459","0","0","0","0","2","0","0","0","2"
"125","NM_139094","774","846","777","1055","1193","869","848","1266","1260"
"126","NM_001012061","205","188","196","322","222","205","301","389","464"
"127","NM_181474","149","137","172","192","150","204","395","408","508"
"128","NM_001004216","0","0","0","0","0","0","0","0","0"
"129","NM_001039343","32","18","30","28","38","22","48","34","40"
"130","NM_001127560","0","0","0","12","2","6","2","0","1"
"131","NM_001038615","20","17","14","30","2","4","57","30","91"
"132","NM_019230","0","4","0","8","2","2","8","0","2"
"133","NM_012756","1472","1634","1632","1775","1184","2106","3380","4376","4522"
"134","NM_001115021","338","353","418","410","492","343","575","565","554"
"135","NM_001077677","0","0","0","0","3","0","0","4","2"
"136","NM_022236","2","0","0","4","0","2","7","2","8"
"137","NM_001008302","270","343","256","350","295","301","574","533","618"
"138","NM_057128","39","42","44","44","18","22","68","41","76"
"139","NM_013217","1189","1334","1364","1359","2041","1522","2103","2196","2843"
"140","NM_001107464","37","60","52","170","160","102","242","484","367"
"141","NM_001106215","120","106","64","70","24","57","115","78","102"
"142","NM_001169138","110","92","66","78","18","58","130","81","178"
"143","NM_001004198","118","156","172","165","198","168","197","231","273"
"144","NM_133574","0","0","0","0","1","0","0","0","0"
"145","NM_001106214","0","0","4","0","0","0","1","4","5"
"146","NM_001113403","381","292","228","348","246","242","297","387","351"
"147","NM_001135720","18","15","23","29","15","21","12","28","40"
"148","NM_001169140","0","0","0","0","0","0","0","0","0"
"149","NM_001099469","0","0","0","0","0","0","0","0","0"
"150","NM_057140","1990","2426","2199","2932","3210","2481","4205","4639","4882"
"151","NM_001107467","58","71","70","56","25","60","76","120","132"
"152","NM_001099488","0","0","0","0","0","0","0","0","0"
"153","NM_001099489","0","0","0","0","0","0","0","0","0"
"154","NM_173318","0","0","0","0","0","0","0","0","0"
"155","NM_001099656","0","0","0","0","0","0","0","0","0"
"156","NM_001313942","15","7","6","10","6","11","7","9","10"
"157","NM_001006968","3","11","5","4","2","5","3","6","15"
"158","NM_001106220","0","0","0","0","0","0","0","0","0"
"159","NM_001107473","2","2","0","0","0","0","2","2","0"
"160","NM_001108465","44","73","70","60","39","34","124","103","153"
"161","NM_001134545","8","7","8","12","6","12","12","15","21"
"162","NM_001271115","2","2","4","2","0","0","0","0","6"
"163","NM_139261","265","278","328","361","408","385","722","964","1083"
"164","NM_181479","0","0","0","8","2","2","0","4","0"
"165","NM_001099496","0","0","0","0","0","0","0","0","0"
"166","NM_001106225","1","13","4","5","2","7","3","6","8"
"167","NM_001029928","0","2","2","2","0","0","1","0","4"
"168","NM_173315","0","0","0","0","0","0","0","0","0"
"169","NM_001025002","20","35","25","29","20","59","6","359","169"
"170","NM_001108470","33","38","21","23","32","51","27","20","55"
"171","NM_001024775","1139","1333","1452","1247","1330","1596","1388","1409","1438"
"172","NM_001025131","10","1","17","5","46","16","37","389","331"
"173","NM_012695","922","669","1164","2210","1994","1856","2183","5534","4273"
"174","NM_207591","791","1347","878","1020","1628","1016","1787","2233","2295"
"175","NM_001271132","2017","2282","2696","2431","2124","2115","2948","2725","3698"
"176","NM_022952","657","817","730","716","693","819","1158","1224","1355"
"177","NM_001100830","830","945","973","936","952","973","1482","1484","2038"
"178","NM_001106229","65","103","48","62","76","96","129","103","118"
"179","NM_001012064","1043","1166","902","1683","813","737","1065","920","1230"
"180","NM_001169579","3","18","2","14","2","3","5","43","65"
"181","NM_001172809","231","262","244","207","215","288","337","497","551"
"182","NM_001135742","497","439","738","719","648","598","771","1272","963"
"183","NM_031508","31","47","10","19","38","27","61","95","202"
"184","NM_053628","560","900","716","802","800","866","906","1203","1265"
"185","NM_021694","1053","1213","1140","1281","981","1092","1616","1763","1897"
"186","NM_001107493","333","314","305","311","378","312","921","1117","923"
"187","NM_173294","15240","19795","20254","16405","4472","5661","15063","8174","8608"
"188","NM_001012065","268","290","276","295","356","402","567","856","949"
"189","NM_017093","1094","1279","1359","1553","1088","1426","2145","2114","2366"
"190","NM_012693","15805","19491","13854","9232","6762","9068","10653","3873","3372"
"191","NM_012787","0","0","0","0","0","0","0","0","0"
"192","NM_001100845","8","2","2","12","0","10","12","2","4"
"193","NM_001164656","0","0","0","0","0","0","0","0","0"
"194","NM_031675","3783","4463","3929","5369","3583","3593","7844","7707","8580"
"195","NM_001082549","16","10","9","28","10","16","31","23","15"
"196","NM_199087","0","0","0","0","0","0","0","0","0"
"197","NM_130824","24","35","48","55","39","52","44","34","46"
"198","NM_001191623","86","96","93","74","144","49","48","112","170"
"199","NM_001100991","52","76","110","85","75","91","83","144","130"
"200","NM_001127579","295","350","188","277","160","352","318","316","344"
"201","NM_001098240","336","581","400","567","301","397","780","798","905"
"202","NM_144749","16","4","4","8","8","6","20","8","17"
"203","NM_172317","6","10","2","6","6","7","2","8","10"
"204","NM_001107504","0","0","0","0","0","0","0","0","2"
"205","NM_001127599","300","282","241","175","210","240","384","363","469"
"206","NM_001009641","771","761","692","751","626","517","1222","1375","1415"
"207","NM_001106246","167","201","163","205","129","177","218","334","307"
"208","NM_012831","676","791","800","870","1310","1161","1601","1478","1746"
"209","NM_001106248","456","481","482","533","465","435","647","827","742"
"210","NM_001100821","30","30","31","46","72","38","42","114","138"
"211","NM_001107507","367","396","371","494","573","691","690","1000","1292"
"212","NM_023098","1511","1666","1766","2620","2559","4219","2266","1821","2360"
"213","NM_001270985","0","0","0","0","0","0","0","1","0"
"214","NM_022797","10","18","4","1","13","8","15","14","10"
"215","NM_001039665","11","16","12","16","2","5","144","64","200"
"216","NM_212521","2","0","0","2","4","2","0","6","0"
"217","NM_138529","1204","1301","1442","1600","1809","5244","2034","2215","1970"
"218","NM_203334","0","0","0","0","0","0","0","0","0"
"219","NM_053427","0","0","0","0","0","0","0","0","0"
"220","NM_001107518","481","537","500","695","612","697","609","799","796"
"221","NM_001107520","750","780","833","853","579","1009","1520","1800","1675"
"222","NM_001271493","33","8","26","6","16","6","9","12","4"
"223","NM_017295","0","0","0","0","0","0","0","0","0"
"224","NM_024370","0","0","2","0","0","0","0","0","0"
"225","NM_001191837","434","459","596","645","703","614","839","969","934"
"226","NM_001141935","14","6","18","16","4","4","12","6","117"
"227","NM_012832","0","0","0","0","0","0","0","0","0"
"228","NM_001037733","0","0","0","0","0","0","0","0","0"
"229","NM_031780","29","3","2","0","2","1","0","0","2"
"230","NM_001037734","0","0","0","0","0","0","0","0","0"
"231","NM_001100846","629","746","691","744","712","636","632","773","597"
"232","NM_012999","712","1254","853","2182","3906","3242","1934","2602","2511"
"233","NM_001014020","119","102","121","125","151","93","138","220","217"
"234","NM_001108915","87","54","114","83","112","95","107","154","128"
"235","NM_001127561","22","18","18","6","8","16","2","2","6"
"236","NM_153300","234","190","170","96","123","142","136","85","145"
"237","NM_001191624","296","313","298","212","202","207","338","281","390"
"238","NM_001108486","417","527","453","361","311","517","756","794","623"
"239","NM_001025681","267","329","260","536","248","252","452","486","430"
"240","NM_052807","10","18","16","16","16","18","33","40","32"
"241","NM_001191625","62","57","60","98","333","52","114","156","135"
"242","NM_001107524","14","10","4","6","6","6","10","8","18"
"243","NM_001107523","767","828","890","1149","1502","790","1098","1356","1443"
"244","NM_057207","0","2","0","2","0","0","0","6","2"
"245","NM_001040186","2","2","3","9","2","7","5","5","8"
"246","NM_012811","0","0","0","0","0","0","0","0","0"
"247","NM_001106274","0","0","0","0","0","0","0","0","0"
"248","NM_001107527","201","263","184","261","168","151","295","319","529"
"249","NM_001115039","290","376","315","531","407","464","883","1114","1109"
"250","NM_001191949","4","4","2","6","0","2","3","11","12"
"251","NM_001108489","438","543","425","553","279","432","528","846","1079"
"252","NM_001106272","1215","1627","1660","1317","1383","1140","1260","1425","1442"
"253","NM_198767","963","939","932","860","1424","810","810","1082","818"
"254","NM_001106276","4","0","2","2","0","0","2","4","36"
"255","NM_001191627","0","0","0","0","0","0","0","0","0"
"256","NM_053309","166","210","183","246","266","315","247","407","401"
"257","NM_001011932","825","1093","814","830","780","789","1138","1151","1298"
"258","NM_001107533","63","56","62","28","12","26","88","48","60"
"259","NM_001107534","267","344","301","383","298","291","444","744","891"
"260","NM_001105749","58","44","50","64","12","50","80","114","114"
"261","NM_001170432","352","279","222","199","194","323","270","409","349"
"262","NM_012781","0","2","4","6","0","10","0","2","10"
"263","NM_001007630","1331","1817","1580","1615","1846","1373","1678","1645","1760"
"264","NM_173317","0","0","0","0","0","0","0","0","0"
"265","NM_053524","268","882","816","149","12","22","239","36","19"
"266","NM_057185","2","8","2","2","0","0","10","6","2"
"267","NM_017012","0","0","0","0","0","2","0","0","0"
"268","NM_145774","317","366","334","336","292","348","526","328","344"
"269","NM_001013897","265","319","295","362","208","354","748","841","997"
"270","NM_001108491","169","145","52","55","106","17","90","82","100"
"271","NM_001024885","189","232","192","213","191","202","294","373","394"
"272","NM_017198","297","94","157","222","194","149","492","539","566"
"273","NM_053417","42","28","31","58","80","59","48","63","60"
"274","NM_001034921","162","208","178","158","107","137","251","238","326"
"275","NM_001108493","118","177","153","118","88","73","113","90","126"
"276","NM_153473","104","144","149","139","60","137","237","210","221"
"277","NM_130737","0","0","2","0","0","0","0","6","2"
"278","NM_012910","56","48","48","52","17","62","101","77","146"
"279","NM_017204","10","9","18","6","4","8","21","30","39"
"280","NM_080786","4596","5403","5303","3826","3267","3955","5188","4440","2733"
"281","NM_001005885","4","4","2","8","2","2","3","6","12"
"282","NM_198775","6","2","4","4","0","7","0","2","4"
"283","NM_053366","1648","1592","1836","2281","2101","2920","3009","3708","4402"
"284","NM_001191602","213","201","262","320","181","350","262","394","482"
"285","NM_001108494","867","797","883","811","684","1040","714","897","848"
"286","NM_001107539","1017","1361","1003","991","831","610","1485","1805","1507"
"287","NM_031079","0","0","0","0","0","0","0","0","0"
"288","NM_001270604","1","0","0","0","1","0","6","0","2"
"289","NM_001143847","0","0","0","0","0","0","0","0","0"
"290","NM_031074","2491","2685","2379","2311","1973","1985","2488","3176","3354"
"291","NM_001107540","215","220","208","304","241","363","393","579","608"
"292","NM_001108496","962","952","965","871","907","781","1094","1202","1221"
"293","NM_001000136","0","0","0","0","0","0","0","0","0"
"294","NM_033234","43","59","37","12","12","4","2388","2166","2303"
"295","NM_001001037","0","0","0","0","0","0","0","0","0"
"296","NM_053324","4","1","2","4","2","0","4","3","2"
"297","NM_001100582","757","1059","694","774","564","313","1077","887","819"
"298","NM_001000947","0","0","0","0","0","0","0","0","0"
"299","NM_001106290","1110","1403","1070","1229","1406","1681","1612","4051","4438"
"300","NM_001107547","1034","1233","1037","1095","588","819","1360","1239","1089"
"301","NM_001134970","768","710","644","698","810","735","1016","1368","1363"
"302","NM_031544","34","26","12","52","11","16","6","18","49"
"303","NM_001105210","0","0","0","2","0","0","4","3","0"
"304","NM_001106288","827","896","884","944","518","667","1190","1443","1639"
"305","NM_001105211","0","0","0","0","0","0","0","0","0"
"306","NM_001079884","62","64","43","77","142","240","113","152","137"
"307","NM_001139508","335","338","300","826","509","926","589","546","809"
"308","NM_001198589","130","67","177","197","113","100","148","264","270"
"309","NM_020656","357","365","380","349","393","401","590","623","704"
"310","NM_001014022","86","64","84","132","78","115","159","210","249"
"311","NM_017229","1278","1714","1700","904","3933","945","1377","1762","1585"
"312","NM_001106285","300","247","280","742","3073","584","334","236","342"
"313","NM_080781","2291","2206","2329","2875","2230","3765","3402","5185","5307"
"314","NM_001013434","330","467","422","415","446","432","471","729","989"
"315","NM_001108500","610","496","610","537","475","702","781","929","946"
"316","NM_001108501","76","49","66","115","86","94","64","159","161"
"317","NM_181695","5","0","6","0","0","2","5","4","2"
"318","NM_017082","0","0","0","0","0","0","0","1","0"
"319","NM_001079706","71","59","51","39","14","47","55","35","58"
"320","NM_144748","788","1224","273","1340","110","18","1877","1413","1587"
"321","NM_001106293","0","0","0","0","0","0","0","0","0"
"322","NM_181370","2","0","0","0","0","0","0","0","0"
"323","NM_017100","115","99","43","18","2","6","97","36","171"
"324","NM_001107548","40","20","74","150","118","100","129","158","183"
"325","NM_001159493","52","70","89","83","40","75","99","109","131"
"326","NM_001270693","0","0","0","0","0","0","0","0","0"
"327","NM_001270692","0","0","0","0","0","0","0","0","0"
"328","NM_080691","0","0","0","0","0","0","0","0","0"
"329","NM_022244","0","0","0","0","0","0","0","0","0"
"330","NM_001270694","0","0","0","0","0","0","0","0","0"
"331","NM_001134574","344","395","387","331","275","383","523","603","708"
"332","NM_001011935","1292","1301","1437","2338","2152","2217","2092","2068","2577"
"333","NM_001012469","22","8","12","22","4","22","18","35","36"
"334","NM_001009645","160","197","55","26","8","4","89","60","238"
"335","NM_001109154","22","42","28","40","24","47","40","22","68"
"336","NM_198736","50","49","14","32","44","74","92","139","163"
"337","NM_001109156","220","211","214","192","57","142","249","199","221"
"338","NM_001107552","99","195","86","87","92","138","207","169","329"
"339","NM_001039608","344","477","477","696","477","561","668","763","909"
"340","NM_001191631","10","6","16","0","0","4","38","20","8"
"341","NM_012712","0","0","0","0","0","0","0","0","0"
"342","NM_001109894","0","0","0","0","0","0","0","0","0"
"343","NM_001109893","0","0","0","0","0","0","0","0","0"
"344","NM_001109892","0","0","0","0","0","0","0","0","0"
"345","NM_001109896","0","0","0","0","0","0","0","0","0"
"346","NM_001109895","0","0","0","0","0","0","0","0","0"
"347","NM_022849","532","430","585","468","1808","2365","567","522","1010"
"348","NM_001004418","0","0","0","0","0","0","0","0","0"
"349","NM_001004415","8","6","6","27","149","93","18","105","317"
"350","NM_001107555","253","233","219","267","249","258","203","308","288"
"351","NM_001009706","682","822","656","1391","828","845","1409","1598","1594"
"352","NM_001012068","159","171","159","158","74","149","202","226","270"
"353","NM_001008347","0","0","0","0","0","0","4","2","1"
"354","NM_001143803","0","2","0","2","0","1","0","2","2"
"355","NM_001143858","636","503","505","589","541","600","811","940","1086"
"356","NM_053767","19","8","17","48","15","32","48","38","56"
"357","NM_001108506","2","2","4","4","8","7","0","0","2"
"358","NM_012861","337","301","433","238","165","159","328","921","1060"
"359","NM_001130077","0","0","0","0","0","0","0","0","0"
"360","NM_001163277","0","0","0","0","0","2","0","0","0"
"361","NM_001025058","1","5","9","4","3","2","3","1","3"
"362","NM_031811","1260","1724","1452","1933","1312","1309","2517","3731","4384"
"363","NM_001033691","392","434","121","1402","148","88","459","810","1802"
"364","NM_001015024","55","53","34","50","29","25","43","59","57"
"365","NM_181480","388","579","425","436","193","246","939","958","1223"
"366","NM_001106319","491","764","582","1242","667","916","1354","1414","1927"
"367","NM_133440","0","0","0","0","0","0","0","0","0"
"368","NM_133441","0","0","0","0","0","0","0","0","0"
"369","NM_001177828","0","0","0","2","0","1","0","0","2"
"370","NM_001107564","52","45","49","20","26","34","50","56","79"
"371","NM_001004133","0","0","0","0","0","0","0","0","0"
"372","NM_001108512","764","736","667","869","985","890","814","849","899"
"373","NM_001106321","2454","2677","2355","4133","2075","2289","2431","868","1254"
"374","NM_001287134","2110","2209","2249","2564","2688","2146","2610","2960","2710"
"375","NM_001006998","26","28","27","24","24","29","48","38","83"
"376","NM_001108515","1840","2197","2431","2527","1673","2000","2428","3458","3600"
"377","NM_019167","1311","1917","1860","1617","1061","969","2173","3491","2835"
"378","NM_172327","236","373","230","353","356","315","550","498","650"
"379","NM_133424","5","4","4","7","9","7","15","10","20"
"380","NM_134406","105","139","60","106","60","74","85","111","143"
"381","NM_001108516","592","692","704","854","918","801","852","1182","1321"
"382","NM_001008305","323","410","418","804","1147","714","754","1015","1431"
"383","NM_053610","2362","3264","2716","3358","4457","3670","4258","5280","4850"
"384","NM_001082977","153","161","104","141","49","82","182","119","190"
"385","NM_001034943","2","2","4","3","2","0","5","8","6"
"386","NM_001011939","1339","1726","1524","1910","1633","1571","2351","3150","2996"
"387","NM_139337","638","884","793","681","592","384","903","759","496"
"388","NM_021699","311","302","296","484","406","420","390","523","612"
"389","NM_001109161","97","139","116","111","117","170","144","144","172"
"390","NM_001039007","2","0","2","2","0","0","2","8","34"
"391","NM_134379","2395","2367","2103","2304","913","1047","2223","1753","1757"
"392","NM_138908","22","60","57","97","21","21","81","89","50"
"393","NM_001191951","434","357","341","438","250","325","351","648","587"
"394","NM_031704","757","766","785","863","777","1378","1088","1538","1327"
"395","NM_001168661","166","198","156","166","112","214","307","348","334"
"396","NM_001106335","120","136","83","39","10","59","101","109","261"
"397","NM_001008371","661","809","822","884","869","874","1159","1286","1379"
"398","NM_031124","29","35","30","58","57","54","65","88","236"
"399","NM_001108927","1750","1920","1809","2304","1768","2976","2873","3557","3957"
"400","NM_001169120","1818","1949","2231","1839","2775","2039","2267","2469","2706"
"401","NM_001000760","0","0","0","0","0","0","0","1","0"
"402","NM_001000261","0","0","0","0","0","0","0","0","0"
"403","NM_019141","254","187","242","371","336","245","298","280","388"
"404","NM_198738","73","155","58","324","257","308","1088","1088","1224"
"405","NM_001013151","46","26","42","26","6","74","33","48","77"
"406","NM_031036","169","149","140","160","151","165","261","314","324"
"407","NM_001270958","0","0","0","0","0","0","0","0","0"
"408","NM_017272","738","1804","1915","2508","40","1786","47211","45101","27692"
"409","NM_022407","2345","4223","3642","4108","404","1667","23386","34079","24496"
"410","NM_001108521","0","0","0","0","2","0","0","2","0"
"411","NM_001014028","196","248","211","446","533","394","411","521","593"
"412","NM_001107596","1097","1102","1455","3258","2550","3885","1817","1771","2454"
"413","NM_001354180","0","0","0","0","0","0","0","0","0"
"414","NM_031779","16","22","12","12","11","10","12","6","15"
"415","NM_001109164","159","0","0","0","38","18","0","92","0"
"416","NM_001012743","6","4","4","13","0","2","2","2","6"
"417","NM_001191953","114","153","126","112","86","144","196","141","106"
"418","NM_001037197","1118","1402","863","1522","378","775","1526","1163","1535"
"419","NM_053706","0","0","0","0","0","0","0","0","0"
"420","NM_001004446","1077","1257","1383","788","817","681","1193","1437","1058"
"421","NM_001025036","139","116","149","250","360","251","262","590","584"
"422","NM_001012172","24","26","20","12","17","44","32","46","50"
"423","NM_013032","0","2","0","0","4","0","2","0","0"
"424","NM_053646","81","93","77","131","53","71","119","140","146"
"425","NM_001035002","878","879","938","1116","1463","1156","1358","1989","1987"
"426","NM_181386","392","473","436","507","964","569","464","680","659"
"427","NM_001106374","0","0","0","0","0","0","0","0","0"
"428","NM_001014167","451","519","488","445","321","428","589","453","550"
"429","NM_001106373","2964","3390","3347","2425","1247","1018","4699","5269","3281"
"430","NM_001107609","164","122","96","14","12","16","68","72","225"
"431","NM_022938","1","2","0","4","2","2","3","2","4"
"432","NM_001129882","134","101","119","176","266","155","182","238","274"
"433","NM_001169112","147","168","106","59","104","40","150","242","328"
"434","NM_013159","1766","1761","2415","2133","1519","1843","3519","3981","3985"
"435","NM_145769","0","0","0","0","0","2","0","0","0"
"436","NM_001108522","20","39","15","17","10","4","19","12","8"
"437","NM_053758","337","419","501","503","632","352","866","1107","1273"
"438","NM_001271354","10","26","92","44","14","30","894","2427","2030"
"439","NM_001025767","6","13","10","34","4","10","19","26","70"
"440","NM_001191898","0","0","0","0","2","0","0","2","0"
"441","NM_022953","2","0","2","2","2","0","1","0","0"
"442","NM_001108525","279","325","298","275","365","308","536","636","738"
"443","NM_001106368","881","862","964","1123","602","1837","870","1102","1292"
"444","NM_012571","4792","2585","4604","4364","89170","15204","1325","3102","1801"
"445","NM_040669","437","445","400","545","528","436","957","1136","1112"
"446","NM_001024975","4","10","12","6","2","4","4","6","14"
"447","NM_001106353","2188","2776","2817","2036","1809","1183","3576","4038","4112"
"448","NM_001106361","0","0","0","2","0","0","4","6","4"
"449","NM_001191634","1720","1877","2073","2156","1657","2488","2844","3957","3745"
"450","NM_001013905","136","132","125","182","127","186","311","368","497"
"451","NM_001107600","424","515","424","447","380","486","628","734","765"
"452","NM_001008349","210","256","193","343","293","610","624","1019","2346"
"453","NM_001011942","208","228","199","174","431","312","226","321","311"
"454","NM_001127484","54","87","63","31","65","68","117","56","48"
"455","NM_001107604","734","810","929","1265","952","1464","1832","2417","3195"
"456","NM_022700","212","203","186","112","211","190","233","320","322"
"457","NM_080890","3349","5131","4309","3019","4813","4745","4082","4323","3635"
"458","NM_019349","437","400","567","735","830","818","945","1139","1077"
"459","NM_001007602","1530","2248","1852","1867","1549","1540","2826","3935","3887"
"460","NM_001164103","2","1","1","4","2","5","2","3","4"
"461","NM_031552","0","0","0","0","0","0","0","0","0"
